"","hh_ID","ind_ID","female","age","trip_ID","trip_distance","trip_time","trip_main_mode","weight_trip","trip_purpose"
"1",30196,542,0,36,1,0.98,16,"Walk",804.359417,0
"2",30196,542,0,36,2,0.98,15,"Walk",804.359417,0
"3",30196,543,1,27,1,0.98,16,"Walk",804.359417,0
"4",30196,543,1,27,2,4.495,44,"Omnibus",804.359417,1
"5",30196,543,1,27,3,4.709,30,"Omnibus",804.359417,0
"6",30196,543,1,27,4,1.261,35,"Metro",716.40146,0
"7",30196,544,0,4,1,0.98,15,"Walk",804.359417,0
"8",30196,544,0,4,2,0.98,15,"Walk",804.359417,0
"9",30197,1064,0,41,1,0.395,15,"Walk",804.359417,1
"10",30197,1064,0,41,2,0.006,5,"Walk",804.359417,0
"11",30197,1064,0,41,3,0.006,5,"Walk",804.359417,1
"12",30197,1064,0,41,4,0.395,15,"Walk",804.359417,1
"13",30197,1065,1,35,1,0.395,15,"Walk",804.359417,1
"14",30197,1065,1,35,2,0.006,5,"Walk",804.359417,0
"15",30197,1065,1,35,3,0.006,5,"Walk",804.359417,1
"16",30197,1065,1,35,4,0.395,15,"Walk",804.359417,1
"18",30197,1067,1,15,1,7.252,90,"Omnibus",804.359417,0
"19",30197,1067,1,15,2,7.252,90,"Omnibus",804.359417,0
"20",30197,1067,1,15,3,1.283,30,"Walk",804.359417,0
"21",30197,1067,1,15,4,1.283,30,"Walk",804.359417,0
"22",30197,1068,1,14,1,1.283,30,"Walk",804.359417,0
"23",30197,1068,1,14,2,1.283,30,"Walk",804.359417,0
"25",30626,23534,0,37,1,5.625,40,"Metro",716.40146,1
"26",30626,23534,0,37,2,5.625,50,"Metro",716.40146,1
"27",30626,23535,1,40,1,2.261,15,"Metro",716.40146,1
"28",30626,23535,1,40,2,2.261,15,"Metro",716.40146,1
"29",30626,23536,0,16,1,0.998,30,"Walk",804.359417,0
"30",30626,23536,0,16,2,0.998,30,"Walk",804.359417,0
"31",30626,23536,0,16,3,0.562,30,"Walk",804.359417,1
"32",30626,23536,0,16,4,0.562,30,"Walk",804.359417,1
"33",30626,23537,1,8,1,31.991,15,"Walk",804.359417,0
"34",30626,23537,1,8,2,31.991,15,"Walk",804.359417,0
"35",30631,5970,0,56,1,6.9,10,"Walk",804.359417,1
"36",30631,5970,0,56,2,6.9,10,"Walk",804.359417,1
"37",30631,5971,1,54,1,0.101,5,"Walk",804.359417,1
"38",30631,5971,1,54,2,0.101,5,"Walk",804.359417,1
"39",30631,5972,0,21,1,2.574,30,"Metro",716.40146,1
"40",30631,5972,0,21,2,16.505,78,"Metro",716.40146,0
"41",30631,5972,0,21,3,16.25,74,"Metro",716.40146,0
"43",30201,564,1,64,1,1.006,90,"Walk",804.359417,0
"44",30201,564,1,64,2,1.006,90,"Walk",804.359417,0
"45",30201,565,1,33,1,8.207,30,"Car",804.359417,1
"46",30201,565,1,33,2,4.521,20,"Car",804.359417,0
"47",30201,565,1,33,3,12.588,60,"Car",804.359417,0
"48",30204,566,1,70,1,0.084,5,"Walk",804.359417,0
"49",30204,566,1,70,2,0.084,5,"Walk",804.359417,0
"50",30206,193,1,27,1,1.627,30,"Walk",804.359417,1
"51",30206,193,1,27,2,1.627,40,"Walk",804.359417,1
"52",30206,194,0,8,1,1.627,30,"Walk",804.359417,1
"53",30206,194,0,8,2,1.218,30,"Walk",804.359417,0
"54",30206,194,0,8,3,1.218,30,"Walk",804.359417,0
"55",30206,194,0,8,4,1.627,40,"Walk",804.359417,0
"56",30206,195,1,14,1,2.488,60,"Walk",804.359417,0
"57",30206,195,1,14,2,2.488,30,"Walk",804.359417,0
"59",30207,4432,1,33,1,0.735,30,"Walk",804.359417,0
"60",30207,4432,1,33,2,0.735,30,"Walk",804.359417,0
"61",30207,4433,1,11,1,1.013,15,"Car",804.359417,0
"62",30207,4433,1,11,2,1.013,10,"Car",804.359417,0
"64",30635,14623,0,49,1,0.444,15,"Walk",804.359417,1
"65",30635,14623,0,49,2,0.444,15,"Walk",804.359417,1
"66",30635,14624,1,37,1,0.781,30,"Walk",804.359417,1
"67",30635,14624,1,37,2,0.781,30,"Walk",804.359417,1
"68",30635,14625,1,8,1,1.687,40,"Bus",804.359417,0
"69",30635,14625,1,8,2,1.687,40,"Bus",804.359417,0
"71",30637,24064,1,43,1,2.869,45,"Omnibus",804.359417,1
"72",30637,24064,1,43,2,2.869,75,"Omnibus",804.359417,1
"73",30637,24065,0,20,1,0.791,15,"Walk",804.359417,1
"74",30637,24065,0,20,2,0.791,15,"Walk",804.359417,1
"76",30639,23653,0,49,1,0.977,20,"Walk",804.359417,1
"79",30640,6168,1,45,1,13.385,85,"Metro",716.40146,1
"80",30640,6168,1,45,2,13.385,90,"Metro",716.40146,1
"81",30643,23644,1,52,1,11.172,90,"Metro",716.40146,1
"82",30643,23644,1,52,2,11.172,55,"Metro",716.40146,1
"83",30643,23645,1,25,1,18.249,58,"Metro",716.40146,1
"84",30643,23645,1,25,2,18.249,100,"Metro",716.40146,1
"85",30644,23667,1,48,1,3.371,30,"Metro",716.40146,1
"86",30644,23667,1,48,2,3.371,30,"Metro",716.40146,1
"87",30644,23668,0,17,1,0.815,15,"Walk",804.359417,0
"88",30644,23668,0,17,2,0.815,15,"Walk",804.359417,0
"89",30644,23668,0,17,3,0.429,12,"Walk",804.359417,1
"90",30644,23668,0,17,4,0.429,15,"Walk",804.359417,1
"91",30644,23669,0,11,1,0.815,15,"Walk",804.359417,0
"92",30644,23669,0,11,2,0.815,15,"Walk",804.359417,0
"93",30646,16003,1,82,1,0.543,10,"Walk",804.359417,0
"94",30646,16003,1,82,2,0.319,10,"Car",804.359417,0
"95",30646,16003,1,82,3,0.574,5,"Car",804.359417,0
"96",30648,5267,0,38,1,2.034,30,"Omnibus",804.359417,0
"97",30648,5267,0,38,2,9.098,105,"Omnibus",804.359417,1
"98",30648,5267,0,38,3,14.182,90,"Omnibus",804.359417,1
"99",30648,5267,0,38,4,7.495,50,"Metro",716.40146,1
"100",30648,5268,1,34,1,2.034,25,"Metro",716.40146,0
"101",30648,5268,1,34,2,2.034,30,"Metro",716.40146,0
"102",30648,5269,1,2,1,2.034,30,"Omnibus",804.359417,0
"103",30648,5269,1,2,2,2.034,30,"Metro",716.40146,0
"105",30649,6584,0,46,1,0.528,8,"Walk",804.359417,1
"106",30649,6584,0,46,2,0.528,10,"Walk",804.359417,1
"107",30649,6585,1,35,1,1.653,34,"Walk",804.359417,0
"108",30649,6585,1,35,2,0.327,10,"Walk",804.359417,1
"109",30649,6585,1,35,3,0.506,13,"Walk",804.359417,0
"110",30649,6585,1,35,4,1.653,45,"Walk",804.359417,0
"111",30649,6586,1,15,1,0.889,20,"Walk",804.359417,0
"112",30649,6586,1,15,2,0.88,30,"Walk",804.359417,0
"113",30649,6586,1,15,3,0.385,10,"Walk",804.359417,0
"114",30649,6586,1,15,4,0.385,10,"Walk",804.359417,0
"115",30649,6587,1,2,1,1.653,34,"Walk",804.359417,0
"116",30649,6587,1,2,2,1.653,45,"Walk",804.359417,0
"117",30092,5826,0,45,1,2.042,30,"Metro",716.40146,1
"118",30092,5826,0,45,2,2.042,30,"Metro",716.40146,1
"119",30092,5826,0,45,3,10.989,120,"Metro",716.40146,0
"120",30092,5826,0,45,4,10.989,80,"Metro",716.40146,0
"121",30093,21110,0,41,1,7.038,45,"Metro",716.40146,1
"122",30093,21110,0,41,2,7.038,75,"Metro",716.40146,1
"123",30095,1490,0,66,1,3.765,110,"Walk",804.359417,0
"124",30095,1490,0,66,2,3.765,90,"Omnibus",804.359417,0
"125",30101,11786,0,60,1,2.712,20,"Car",804.359417,0
"126",30101,11786,0,60,2,2.712,20,"Car",804.359417,0
"127",30101,11787,1,46,1,4.544,20,"Car",804.359417,1
"128",30101,11787,1,46,2,0.089,5,"Walk",804.359417,0
"129",30101,11787,1,46,3,0.089,5,"Walk",804.359417,1
"130",30101,11787,1,46,4,4.544,35,"Car",804.359417,1
"131",30101,11787,1,46,5,2.712,20,"Car",804.359417,0
"132",30101,11787,1,46,6,2.712,20,"Car",804.359417,0
"133",30101,11788,0,31,1,10.73,40,"Car",804.359417,1
"134",30101,11788,0,31,2,10.73,40,"Car",804.359417,1
"135",30101,11788,0,31,3,1.064,15,"Car",804.359417,0
"136",30101,11788,0,31,4,1.23,10,"Car",804.359417,0
"137",30101,11788,0,31,5,0.835,15,"Car",804.359417,0
"141",30102,1482,0,34,1,9.596,30,"Omnibus",804.359417,1
"142",30102,1482,0,34,2,0.474,10,"Walk",804.359417,0
"143",30102,1482,0,34,3,0.474,10,"Walk",804.359417,1
"144",30102,1482,0,34,4,9.596,60,"Omnibus",804.359417,1
"145",30103,1511,0,24,1,3.915,10,"Motorcycle",804.359417,1
"146",30103,1511,0,24,2,0.208,10,"Walk",804.359417,0
"147",30103,1511,0,24,3,0.208,10,"Walk",804.359417,1
"148",30103,1511,0,24,4,8.371,25,"Motorcycle",804.359417,0
"149",30103,1511,0,24,5,5.697,15,"Motorcycle",804.359417,0
"150",30103,1512,1,20,1,0.34,8,"Walk",804.359417,1
"151",30103,1512,1,20,2,0.34,7,"Walk",804.359417,1
"152",30104,1513,0,53,1,2.068,40,"Omnibus",804.359417,1
"153",30104,1513,0,53,2,2.35,5,"Walk",804.359417,0
"154",30104,1513,0,53,3,0.326,5,"Walk",804.359417,1
"155",30104,1513,0,53,4,2.068,50,"Walk",804.359417,1
"156",30104,1514,0,44,1,3.545,30,"Omnibus",804.359417,1
"157",30104,1514,0,44,2,0.071,1,"Walk",804.359417,0
"158",30104,1514,0,44,3,0.071,1,"Walk",804.359417,1
"159",30104,1514,0,44,4,3.545,70,"Metro",716.40146,1
"160",30108,11674,0,76,1,0.087,10,"Walk",804.359417,1
"161",30108,11674,0,76,2,0.087,10,"Walk",804.359417,1
"162",30108,11674,0,76,3,0.087,10,"Walk",804.359417,1
"163",30108,11674,0,76,4,0.087,10,"Walk",804.359417,1
"164",30108,11675,1,78,1,1.139,10,"Taxi",804.359417,0
"165",30108,11675,1,78,2,1.139,20,"Walk",804.359417,0
"166",30108,11675,1,78,3,0.191,10,"Walk",804.359417,0
"167",30108,11675,1,78,4,0.191,10,"Walk",804.359417,0
"168",30108,11676,1,21,1,3.018,30,"Car",804.359417,0
"169",30108,11676,1,21,2,3.018,30,"Car",804.359417,0
"170",30108,11676,1,21,3,3.018,10,"Car",804.359417,0
"171",30108,11676,1,21,4,4.145,30,"Car",804.359417,0
"172",30108,11676,1,21,5,1.506,15,"Car",804.359417,0
"173",30109,1506,0,62,1,3.078,30,"Car",804.359417,0
"174",30109,1506,0,62,2,3.078,20,"Car",804.359417,0
"175",30109,1507,1,62,1,3.078,30,"Car",804.359417,0
"176",30109,1507,1,62,2,3.078,20,"Car",804.359417,0
"177",30506,18721,0,45,1,0.939,12,"Walk",804.359417,1
"178",30506,18721,0,45,2,0.939,20,"Walk",804.359417,1
"179",30511,15094,1,65,1,5.351,90,"Omnibus",804.359417,0
"180",30511,15094,1,65,2,5.351,15,"Car",804.359417,0
"181",30515,13614,1,76,1,5.94,90,"Metro",716.40146,0
"182",30515,13614,1,76,2,5.94,105,"Metro",716.40146,0
"183",30518,17939,0,54,1,2.115,40,"Taxi",804.359417,1
"184",30518,17939,0,54,2,0.266,10,"Walk",804.359417,0
"185",30518,17939,0,54,3,0.266,10,"Walk",804.359417,1
"186",30518,17939,0,54,4,2.115,40,"Taxi",804.359417,1
"187",30518,17940,1,50,1,3.284,17,"Taxi",804.359417,1
"188",30518,17940,1,50,2,3.284,45,"Car",804.359417,1
"189",30518,17941,1,23,1,4.397,45,"Car",804.359417,1
"190",30518,17941,1,23,2,4.397,60,"Car",804.359417,1
"191",30518,17942,1,21,1,5.317,50,"Car",804.359417,1
"192",30518,17942,1,21,2,5.317,60,"Car",804.359417,1
"193",34636,25442,0,39,1,0.193,1,"Walk",804.359417,1
"194",34636,25442,0,39,2,0.193,1,"Walk",804.359417,1
"195",34636,25442,0,39,3,0.193,1,"Walk",804.359417,1
"196",34636,25442,0,39,4,0.193,1,"Walk",804.359417,1
"197",34636,25443,1,39,1,1.575,15,"Walk",804.359417,0
"198",34636,25443,1,39,2,1.575,15,"Walk",804.359417,0
"199",34636,25443,1,39,3,1.575,15,"Walk",804.359417,0
"200",34636,25443,1,39,4,1.575,15,"Walk",804.359417,0
"201",34636,25444,0,12,1,0.229,5,"Walk",804.359417,0
"202",34636,25444,0,12,2,0.229,5,"Walk",804.359417,0
"203",34636,25445,1,9,1,1.575,15,"Walk",804.359417,0
"204",34636,25445,1,9,2,1.575,15,"Walk",804.359417,0
"205",34637,25276,0,28,1,0.927,15,"Walk",804.359417,1
"206",34637,25276,0,28,2,0.927,15,"Walk",804.359417,1
"207",34637,25277,1,20,1,1.067,10,"Walk",804.359417,1
"208",34637,25277,1,20,2,1.067,15,"Walk",804.359417,1
"209",34638,25673,0,32,1,7.83,50,"Metro",716.40146,1
"210",34638,25673,0,32,2,0.738,15,"Walk",804.359417,0
"211",34638,25673,0,32,3,0.738,15,"Walk",804.359417,1
"212",34638,25673,0,32,4,7.83,30,"Car",804.359417,1
"213",34771,25679,1,40,1,1.233,20,"Walk",804.359417,1
"214",34771,25679,1,40,2,1.233,30,"Walk",804.359417,1
"215",34771,25679,1,40,3,0.173,5,"Walk",804.359417,1
"216",34771,25679,1,40,4,0.173,5,"Walk",804.359417,1
"217",34772,25292,0,27,1,1.736,25,"Omnibus",804.359417,1
"218",34772,25292,0,27,2,0.073,5,"Walk",804.359417,0
"219",34772,25292,0,27,3,0.073,5,"Walk",804.359417,1
"220",34772,25292,0,27,4,1.021,40,"Taxi",804.359417,0
"221",34772,25292,0,27,5,2.011,15,"Taxi",804.359417,0
"222",34772,25293,1,24,1,5.506,45,"Omnibus",804.359417,1
"223",34772,25293,1,24,2,0.045,10,"Walk",804.359417,0
"224",34772,25293,1,24,3,0.045,10,"Walk",804.359417,1
"225",34772,25293,1,24,4,5.003,120,"Omnibus",804.359417,0
"226",34772,25293,1,24,5,3.588,35,"Omnibus",804.359417,0
"229",30112,8454,0,63,1,11.423,90,"Omnibus",804.359417,1
"230",30112,8454,0,63,2,11.423,90,"Omnibus",804.359417,1
"231",30112,8455,1,44,1,0.279,5,"Walk",804.359417,1
"232",30112,8455,1,44,2,0.279,5,"Walk",804.359417,1
"233",30112,8455,1,44,3,0.279,5,"Walk",804.359417,1
"234",30112,8455,1,44,4,0.005,10,"Walk",804.359417,0
"235",30112,8455,1,44,5,0.284,10,"Walk",804.359417,0
"236",30112,8456,1,21,1,2.622,40,"Omnibus",804.359417,0
"237",30112,8456,1,21,2,2.622,40,"Omnibus",804.359417,0
"238",30112,8457,1,21,1,0.11,5,"Walk",804.359417,1
"239",30112,8457,1,21,2,0.11,5,"Walk",804.359417,1
"240",30112,8457,1,21,3,0.11,5,"Walk",804.359417,1
"241",30112,8457,1,21,4,0.11,5,"Walk",804.359417,1
"242",30112,8457,1,21,5,0.303,10,"Walk",804.359417,0
"243",30112,8457,1,21,6,0.303,10,"Walk",804.359417,0
"244",30112,8458,1,19,1,5.709,40,"Metro",716.40146,1
"245",30112,8458,1,19,2,5.709,50,"Metro",716.40146,1
"246",30112,8458,1,19,3,0.303,10,"Walk",804.359417,0
"247",30112,8458,1,19,4,0.303,10,"Walk",804.359417,0
"248",30112,8459,0,5,1,0.279,5,"Walk",804.359417,1
"249",30112,8459,0,5,2,0.279,5,"Walk",804.359417,1
"250",30112,8459,0,5,3,0.279,5,"Walk",804.359417,1
"251",30112,8459,0,5,4,0.005,10,"Walk",804.359417,0
"252",30112,8459,0,5,5,0.284,10,"Walk",804.359417,0
"253",30113,5646,1,40,1,5.67,30,"Omnibus",804.359417,1
"254",30113,5646,1,40,2,5.67,20,"Omnibus",804.359417,1
"255",30113,5646,1,40,3,5.67,30,"Omnibus",804.359417,0
"256",30113,5646,1,40,4,5.67,25,"Omnibus",804.359417,1
"257",30114,1502,0,53,1,1.017,15,"Walk",804.359417,0
"258",30114,1502,0,53,2,1.017,10,"Walk",804.359417,0
"259",30114,1502,0,53,3,1.163,20,"Walk",804.359417,0
"260",30114,1502,0,53,4,1.163,20,"Walk",804.359417,0
"261",30114,1503,1,46,1,36.337,20,"Walk",804.359417,1
"262",30114,1503,1,46,2,36.337,20,"Walk",804.359417,1
"263",30115,14680,1,24,1,2.913,45,"Metro",716.40146,0
"264",30115,14680,1,24,2,2.913,30,"Metro",716.40146,0
"266",30117,560,0,63,1,4.828,25,"Taxi",804.359417,0
"267",30117,560,0,63,2,4.828,20,"Car",804.359417,0
"268",30118,5869,0,34,1,0.863,15,"Walk",804.359417,1
"269",30118,5869,0,34,2,0.645,10,"Walk",804.359417,0
"270",30118,5869,0,34,3,0.645,10,"Walk",804.359417,1
"271",30118,5869,0,34,4,0.863,15,"Walk",804.359417,1
"272",30118,5870,0,44,1,2.501,15,"Metro",716.40146,0
"273",30118,5870,0,44,2,2.501,15,"Metro",716.40146,0
"274",30118,5870,0,44,3,2.75,20,"Metro",716.40146,0
"275",30118,5870,0,44,4,2.75,20,"Metro",716.40146,0
"277",30119,571,1,37,1,0.656,15,"Walk",804.359417,1
"278",30119,571,1,37,2,0.656,15,"Walk",804.359417,1
"279",30119,572,1,11,1,0.905,20,"Walk",804.359417,0
"280",30119,572,1,11,2,0.905,20,"Walk",804.359417,0
"282",30530,15925,0,28,1,0.213,5,"Walk",804.359417,0
"283",30530,15925,0,28,2,0.213,5,"Walk",804.359417,0
"284",30532,13682,1,52,1,1.41,15,"Taxi",804.359417,1
"285",30532,13682,1,52,2,1.41,30,"Walk",804.359417,1
"286",30532,13683,0,63,1,0.381,10,"Walk",804.359417,0
"287",30532,13683,0,63,2,0.381,10,"Walk",804.359417,0
"288",30532,13683,0,63,3,0.358,10,"Walk",804.359417,0
"289",30532,13683,0,63,4,0.358,10,"Walk",804.359417,0
"290",30534,19459,1,60,1,1.794,12,"Taxi",804.359417,1
"291",30534,19459,1,60,2,1.794,40,"Omnibus",804.359417,1
"292",34833,26786,1,27,1,5.486,20,"Bicycle",804.359417,1
"293",34833,26786,1,27,2,0.981,5,"Walk",804.359417,0
"294",34833,26786,1,27,3,0.981,5,"Walk",804.359417,1
"295",34833,26786,1,27,4,5.486,30,"Bicycle",804.359417,1
"296",30124,1756,0,54,1,6.014,30,"Omnibus",804.359417,0
"297",30124,1756,0,54,2,5.045,60,"Omnibus",804.359417,0
"298",30124,1756,0,54,3,1.079,20,"Metro",716.40146,0
"299",30124,1756,0,54,4,0.373,10,"Walk",804.359417,0
"300",30124,1756,0,54,5,0.492,30,"Walk",804.359417,1
"301",30124,1756,0,54,6,5.734,30,"Walk",804.359417,1
"302",30124,1756,0,54,7,1.616,15,"Walk",804.359417,0
"303",30124,1756,0,54,8,1.616,15,"Walk",804.359417,0
"304",30124,1757,1,42,1,6.014,30,"Omnibus",804.359417,0
"305",30124,1757,1,42,2,5.045,60,"Omnibus",804.359417,0
"306",30124,1757,1,42,3,1.079,20,"Metro",716.40146,0
"307",30124,1757,1,42,4,0.373,10,"Walk",804.359417,0
"308",30124,1757,1,42,5,0.373,10,"Walk",804.359417,0
"309",30124,1758,1,3,1,6.014,30,"Omnibus",804.359417,0
"310",30124,1758,1,3,2,5.045,60,"Omnibus",804.359417,0
"311",30124,1758,1,3,3,1.079,20,"Metro",716.40146,0
"312",30124,1758,1,3,4,0.373,10,"Walk",804.359417,0
"313",30124,1758,1,3,5,0.373,10,"Walk",804.359417,0
"314",30131,1525,1,30,1,3.01,30,"Omnibus",804.359417,0
"315",30131,1525,1,30,2,3.01,30,"Omnibus",804.359417,0
"316",30131,1525,1,30,3,0.352,10,"Walk",804.359417,1
"317",30131,1525,1,30,4,3.291,30,"Omnibus",804.359417,0
"318",30131,1525,1,30,5,3.01,30,"Omnibus",804.359417,0
"320",30131,1527,0,4,1,3.01,30,"Omnibus",804.359417,0
"321",30131,1527,0,4,2,3.01,30,"Omnibus",804.359417,0
"322",30536,6566,0,22,1,0.422,20,"Walk",804.359417,1
"323",30536,6566,0,22,2,0.032,10,"Walk",804.359417,0
"324",30536,6566,0,22,3,0.032,10,"Walk",804.359417,1
"325",30536,6566,0,22,4,0.43,20,"Walk",804.359417,0
"326",30536,6566,0,22,5,0.367,10,"Walk",804.359417,0
"327",30536,6567,1,25,1,6.437,45,"Omnibus",804.359417,1
"328",30536,6567,1,25,2,6.437,60,"Omnibus",804.359417,1
"329",30536,6568,0,1,1,6.437,45,"Omnibus",804.359417,1
"330",30536,6568,0,1,2,6.437,60,"Omnibus",804.359417,1
"331",30538,11516,0,33,1,0.102,5,"Walk",804.359417,1
"332",30538,11516,0,33,2,0.102,5,"Walk",804.359417,1
"333",30538,11517,1,36,1,0.102,5,"Walk",804.359417,1
"334",30538,11517,1,36,2,0.102,5,"Walk",804.359417,1
"336",30541,6542,0,27,1,1.799,50,"Omnibus",804.359417,1
"337",30541,6542,0,27,2,0.507,10,"Walk",804.359417,1
"338",30541,6542,0,27,3,0.507,10,"Walk",804.359417,1
"339",30541,6543,1,32,1,1.799,50,"Omnibus",804.359417,1
"340",30541,6543,1,32,2,0.507,10,"Walk",804.359417,1
"341",30541,6543,1,32,3,0.507,10,"Walk",804.359417,1
"342",30541,6544,1,13,1,0.594,15,"Walk",804.359417,0
"343",30541,6544,1,13,2,0.227,8,"Walk",804.359417,0
"344",30541,6544,1,13,3,0.515,10,"Walk",804.359417,0
"345",30541,6544,1,13,4,0.594,13,"Walk",804.359417,0
"346",30541,6544,1,13,5,0.594,15,"Walk",804.359417,0
"347",30541,6545,1,3,1,0.594,15,"Walk",804.359417,0
"348",30541,6545,1,3,2,0.594,15,"Walk",804.359417,0
"349",30542,17313,0,21,1,10.715,50,"Tram",815.643492,1
"350",30542,17313,0,21,2,10.715,20,"Tram",815.643492,1
"353",30543,6573,0,29,1,0.854,12,"Walk",804.359417,1
"354",30543,6573,0,29,2,0.854,30,"Walk",804.359417,1
"355",30543,6574,1,30,1,3.01,25,"Omnibus",804.359417,0
"356",30543,6574,1,30,2,3.01,25,"Omnibus",804.359417,0
"357",30543,6574,1,30,3,3.01,20,"Omnibus",804.359417,0
"358",30543,6574,1,30,4,3.01,40,"Omnibus",804.359417,0
"359",30543,6575,1,4,1,3.01,25,"Omnibus",804.359417,0
"360",30543,6575,1,4,2,3.01,40,"Omnibus",804.359417,0
"361",30544,13613,1,67,1,6.426,70,"Omnibus",804.359417,1
"362",30544,13613,1,67,2,1.214,50,"Walk",804.359417,0
"363",30544,13613,1,67,3,6.515,25,"Metro",716.40146,0
"365",34987,26448,0,29,1,2.512,20,"Omnibus",804.359417,1
"366",34987,26448,0,29,2,2.512,40,"Omnibus",804.359417,1
"367",34987,26449,0,35,1,10.022,50,"Omnibus",804.359417,1
"368",34987,26449,0,35,2,10.022,40,"Omnibus",804.359417,1
"369",34987,26449,0,35,3,4.276,35,"Omnibus",804.359417,0
"370",34987,26449,0,35,4,4.276,35,"Metro",716.40146,0
"371",35040,26664,1,24,1,0.019,15,"Walk",804.359417,1
"372",35040,26664,1,24,2,0.019,15,"Walk",804.359417,1
"373",35040,26664,1,24,3,0.019,15,"Walk",804.359417,1
"374",35040,26664,1,24,4,0.019,15,"Walk",804.359417,1
"375",35040,26665,0,1,1,0.019,15,"Walk",804.359417,0
"376",35040,26665,0,1,2,0.019,15,"Walk",804.359417,1
"377",35040,26665,0,1,3,0.019,15,"Walk",804.359417,1
"378",35040,26665,0,1,4,0.019,15,"Walk",804.359417,1
"379",35040,26666,0,21,1,0.019,15,"Walk",804.359417,1
"380",35040,26666,0,21,2,0.019,15,"Walk",804.359417,1
"381",35040,26666,0,21,3,0.019,15,"Walk",804.359417,1
"382",35040,26666,0,21,4,0.019,15,"Walk",804.359417,1
"383",35113,24067,1,40,1,0.954,30,"Walk",804.359417,1
"384",35113,24067,1,40,2,0.263,4,"Walk",804.359417,0
"385",35113,24067,1,40,3,0.263,4,"Walk",804.359417,1
"386",35113,24067,1,40,4,0.954,30,"Walk",804.359417,1
"387",35113,24068,0,42,1,0.954,30,"Walk",804.359417,1
"388",35113,24068,0,42,2,0.263,4,"Walk",804.359417,0
"389",35113,24068,0,42,3,0.263,4,"Walk",804.359417,1
"390",35113,24068,0,42,4,0.954,30,"Walk",804.359417,1
"391",35113,24069,1,17,1,2.936,40,"Metro",716.40146,0
"392",35113,24069,1,17,2,2.936,35,"Metro",716.40146,0
"394",29938,325,1,49,1,6.858,45,"Omnibus",804.359417,0
"395",29938,325,1,49,2,10.085,90,"Omnibus",804.359417,0
"396",29938,325,1,49,3,5.861,30,"Metro",716.40146,0
"397",29938,326,0,82,1,2.689,20,"Taxi",804.359417,0
"398",29938,326,0,82,2,2.689,75,"Metro",716.40146,0
"403",30294,6075,0,52,1,1.641,15,"Omnibus",804.359417,1
"404",30294,6075,0,52,2,0.371,5,"Walk",804.359417,0
"405",30294,6075,0,52,3,2.126,10,"Car",804.359417,0
"406",30294,6075,0,52,4,2.569,15,"Car",804.359417,0
"407",30298,24072,1,52,1,1.106,10,"Walk",804.359417,1
"408",30298,24072,1,52,2,1.106,10,"Walk",804.359417,1
"411",30299,25310,1,55,1,4.899,60,"Metro",716.40146,1
"412",30299,25310,1,55,2,4.899,60,"Metro",716.40146,1
"413",31722,26108,0,85,1,0.107,5,"Walk",804.359417,0
"414",31722,26108,0,85,2,0.107,5,"Walk",804.359417,0
"415",31722,26109,1,68,1,0.261,15,"Walk",804.359417,0
"416",31722,26109,1,68,2,0.261,20,"Walk",804.359417,0
"418",31864,26217,1,66,1,0.844,25,"Walk",804.359417,0
"419",31864,26217,1,66,2,0.844,25,"Walk",804.359417,0
"420",31864,26217,1,66,3,0.844,25,"Walk",804.359417,0
"421",31864,26217,1,66,4,0.844,25,"Walk",804.359417,0
"422",31864,26218,0,8,1,0.844,25,"Walk",804.359417,0
"423",31864,26218,0,8,2,0.844,25,"Walk",804.359417,0
"426",31915,25311,1,64,1,4.583,43,"Metro",716.40146,0
"427",31915,25311,1,64,2,4.583,90,"Omnibus",804.359417,0
"428",31918,26833,0,29,1,2.405,20,"Metro",716.40146,1
"429",31918,26833,0,29,2,2.405,30,"Metro",716.40146,1
"430",31918,26833,0,29,3,6.835,35,"Metro",716.40146,0
"431",31918,26833,0,29,4,6.835,40,"Metro",716.40146,0
"432",29946,6330,0,57,1,3.141,15,"Car",804.359417,1
"433",29946,6330,0,57,2,3.141,30,"Car",804.359417,1
"434",29946,6331,1,54,1,3.141,15,"Car",804.359417,1
"435",29946,6331,1,54,2,3.141,30,"Car",804.359417,1
"436",29946,6332,1,24,1,3.426,50,"Omnibus",804.359417,0
"437",29946,6332,1,24,2,3.426,30,"Omnibus",804.359417,0
"438",29946,6333,1,17,1,7.725,50,"Metro",716.40146,0
"439",29946,6333,1,17,2,7.725,40,"Metro",716.40146,0
"440",29947,1751,0,23,1,0.013,2,"Walk",804.359417,1
"441",29947,1751,0,23,2,3.231,50,"Car",804.359417,1
"442",29947,1751,0,23,3,3.231,40,"Car",804.359417,1
"443",29947,1751,0,23,4,0.013,1,"Walk",804.359417,1
"444",29947,1752,1,20,1,0.768,20,"Walk",804.359417,1
"445",29947,1752,1,20,2,6.539,180,"Omnibus",804.359417,0
"446",29947,1752,1,20,3,5.804,40,"Omnibus",804.359417,0
"447",29947,1753,1,48,1,2.902,20,"Omnibus",804.359417,1
"448",29947,1753,1,48,2,2.902,30,"Omnibus",804.359417,1
"449",29947,1754,0,48,1,0.444,15,"Walk",804.359417,1
"450",29947,1754,0,48,2,10.41,75,"Car",804.359417,1
"451",29947,1754,0,48,3,10.41,75,"Car",804.359417,1
"452",29947,1754,0,48,4,0.444,15,"Walk",804.359417,1
"453",29947,1754,0,48,5,2.929,15,"Car",804.359417,0
