"","hh_ID","ind_ID","female","age","trip_ID","trip_distance","trip_time","trip_main_mode","weight_trip","trip_purpose"
"27197",109153,9362,1,72,3,0.768,20,"Walk",543.616621,0
"27198",109153,9362,1,72,4,0.768,25,"Walk",543.616621,0
"27199",109154,6494,0,26,1,5.299,70,"Car",543.616621,1
"27200",109154,6494,0,26,2,0.847,10,"Walk",543.616621,0
"27201",109154,6494,0,26,3,0.847,10,"Walk",543.616621,1
"27202",109154,6494,0,26,4,5.299,75,"Car",543.616621,1
"27203",109154,6494,0,26,5,6.967,40,"Car",543.616621,0
"27204",109154,6494,0,26,6,6.967,30,"Car",543.616621,0
"27205",109157,5682,1,40,1,4.722,40,"Metro",484.171296,1
"27206",109157,5682,1,40,2,4.722,40,"Metro",484.171296,1
"27207",109157,5683,1,50,1,4.722,40,"Metro",484.171296,1
"27208",109157,5683,1,50,2,4.722,40,"Metro",484.171296,1
"27209",109400,11069,1,29,1,8.401,60,"Car",543.616621,1
"27210",109400,11069,1,29,2,1.221,10,"Walk",543.616621,0
"27211",109400,11069,1,29,3,1.221,10,"Walk",543.616621,1
"27212",109400,11069,1,29,4,8.401,60,"Car",543.616621,1
"27213",109400,11070,0,38,1,2.278,50,"Car",543.616621,1
"27214",109400,11070,0,38,2,0.509,10,"Walk",543.616621,0
"27215",109400,11070,0,38,3,0.509,10,"Walk",543.616621,1
"27216",109400,11070,0,38,4,2.278,60,"Car",543.616621,1
"27217",109402,14825,0,26,1,6.454,30,"Metro",484.171296,1
"27218",109402,14825,0,26,2,6.454,40,"Metro",484.171296,1
"27219",109405,16071,0,28,1,0.002,5,"Walk",543.616621,1
"27220",109405,16071,0,28,2,0.424,15,"Car",543.616621,1
"27221",109405,16071,0,28,3,0.424,15,"Car",543.616621,1
"27222",109405,16071,0,28,4,0.002,5,"Walk",543.616621,1
"27223",109405,16071,0,28,5,0.002,5,"Walk",543.616621,1
"27224",109405,16071,0,28,6,0.002,5,"Walk",543.616621,1
"27225",109405,16072,1,28,1,0.953,10,"Car",543.616621,0
"27226",109405,16072,1,28,2,0.953,10,"Car",543.616621,0
"27227",109405,16072,1,28,3,0.02,2,"Walk",543.616621,1
"27228",109405,16072,1,28,4,0.02,2,"Walk",543.616621,1
"27229",109405,16072,1,28,5,0.953,10,"Car",543.616621,0
"27230",109405,16072,1,28,6,0.953,10,"Car",543.616621,0
"27231",109405,16073,0,3,1,0.953,10,"Car",543.616621,0
"27232",109405,16073,0,3,2,0.953,10,"Car",543.616621,0
"27234",109409,13203,0,61,1,2.885,30,"Bicycle",543.616621,0
"27235",109409,13203,0,61,2,2.885,30,"Bicycle",543.616621,0
"27236",109410,12606,0,51,1,3.364,35,"Car",543.616621,1
"27237",109410,12606,0,51,2,1.337,10,"Car",543.616621,0
"27238",109410,12606,0,51,3,1.337,10,"Car",543.616621,1
"27239",109410,12606,0,51,4,3.364,40,"Car",543.616621,1
"27240",109410,12607,1,51,1,3.364,35,"Car",543.616621,1
"27241",109410,12607,1,51,2,1.337,10,"Car",543.616621,0
"27242",109410,12607,1,51,3,1.337,10,"Car",543.616621,1
"27243",109410,12607,1,51,4,3.364,40,"Car",543.616621,1
"27244",109410,12608,1,28,1,19.086,60,"Car",543.616621,1
"27245",109410,12608,1,28,2,19.086,60,"Car",543.616621,1
"27246",109418,11061,0,68,1,0.744,10,"Car",543.616621,0
"27247",109418,11061,0,68,2,0.744,10,"Car",543.616621,0
"27248",109418,11062,1,50,1,6.626,50,"Car",543.616621,1
"27249",109418,11062,1,50,2,0.281,10,"Walk",543.616621,0
"27250",109418,11062,1,50,3,0.281,10,"Walk",543.616621,1
"27251",109418,11062,1,50,4,6.626,60,"Car",543.616621,1
"27252",109418,11063,0,12,1,0.09,5,"Walk",543.616621,0
"27253",109418,11063,0,12,2,0.09,5,"Walk",543.616621,0
"27256",109423,16426,1,51,1,7.545,60,"Car",543.616621,1
"27257",109423,16426,1,51,2,7.545,60,"Car",543.616621,1
"27258",109423,16427,0,14,1,0.142,10,"Walk",543.616621,0
"27259",109423,16427,0,14,2,0.142,10,"Walk",543.616621,0
"27260",109425,17296,0,64,1,11.685,50,"Car",543.616621,1
"27261",109425,17296,0,64,2,11.685,60,"Car",543.616621,1
"27264",109426,11184,0,50,1,8.937,60,"Car",543.616621,1
"27265",109426,11184,0,50,2,8.937,60,"Car",543.616621,1
"27266",109426,11184,0,50,3,1.027,15,"Car",543.616621,0
"27267",109426,11184,0,50,4,9.656,65,"Car",543.616621,1
"27268",109426,11184,0,50,5,9.656,70,"Car",543.616621,0
"27269",109426,11184,0,50,6,1.027,10,"Car",543.616621,0
"27270",109426,11185,1,48,1,6.145,40,"Metro",484.171296,1
"27271",109426,11185,1,48,2,0.16,10,"Walk",543.616621,0
"27272",109426,11185,1,48,3,0.16,10,"Walk",543.616621,1
"27273",109426,11185,1,48,4,6.145,40,"Metro",484.171296,1
"27274",109426,11186,0,26,1,7.791,60,"Car",543.616621,1
"27275",109426,11186,0,26,2,7.791,45,"Car",543.616621,1
"27276",109426,11187,1,23,1,3.783,40,"Omnibus",543.616621,1
"27277",109426,11187,1,23,2,3.783,40,"Omnibus",543.616621,1
"27278",109426,11188,0,5,1,4.766,15,"Car",543.616621,0
"27279",109426,11188,0,5,2,4.766,10,"Car",543.616621,0
"27280",112296,17947,1,53,1,5.271,40,"Metro",484.171296,1
"27281",112296,17947,1,53,2,5.271,40,"Metro",484.171296,1
"27282",112296,17948,0,55,1,0.047,5,"Walk",543.616621,1
"27283",112296,17948,0,55,2,0.047,5,"Walk",543.616621,1
"27284",112296,17948,0,55,3,0.047,5,"Walk",543.616621,1
"27285",112296,17948,0,55,4,0.047,5,"Walk",543.616621,1
"27286",112297,24916,0,30,1,1.998,40,"Walk",543.616621,1
"27287",112297,24916,0,30,2,1.998,20,"Car",543.616621,1
"27288",112297,24917,1,24,1,0.021,5,"Walk",543.616621,1
"27289",112297,24917,1,24,2,0.021,10,"Walk",543.616621,1
"27291",112378,13805,1,42,1,0.16,10,"Walk",543.616621,1
"27292",112378,13805,1,42,2,0.16,10,"Walk",543.616621,1
"27293",112378,13805,1,42,3,0.16,10,"Walk",543.616621,1
"27294",112378,13805,1,42,4,0.16,10,"Walk",543.616621,1
"27295",112378,13806,0,43,1,0.16,10,"Walk",543.616621,1
"27296",112378,13806,0,43,2,0.16,10,"Walk",543.616621,1
"27297",112378,13806,0,43,3,0.16,10,"Walk",543.616621,1
"27298",112378,13806,0,43,4,0.16,10,"Walk",543.616621,1
"27300",112404,25027,1,42,1,0.006,5,"Walk",543.616621,0
"27301",112404,25027,1,42,2,0.006,5,"Walk",543.616621,0
"27302",112404,25027,1,42,3,0.006,5,"Walk",543.616621,0
"27303",112404,25027,1,42,4,0.006,35,"Walk",543.616621,0
"27304",112404,25028,1,8,1,0.006,5,"Walk",543.616621,0
"27305",112404,25028,1,8,2,0.006,5,"Walk",543.616621,0
"27306",112404,25029,0,5,1,0.006,5,"Walk",543.616621,0
"27307",112404,25029,0,5,2,0.006,5,"Walk",543.616621,0
"27308",115889,670,1,41,1,1.338,5,"Walk",757.866901,0
"27309",115889,670,1,41,2,1.338,5,"Walk",757.866901,0
"27310",115889,670,1,41,3,1.338,5,"Walk",757.866901,0
"27311",115889,670,1,41,4,1.338,5,"Walk",757.866901,0
"27312",115889,670,1,41,5,1.376,30,"Walk",757.866901,1
"27313",115889,670,1,41,6,1.376,30,"Walk",757.866901,1
"27315",115889,672,1,12,1,1.338,5,"Walk",757.866901,0
"27316",115889,672,1,12,2,1.338,5,"Walk",757.866901,0
"27317",116100,23637,1,50,1,10.27,55,"Car",757.866901,1
"27318",116100,23637,1,50,2,4.829,35,"Car",757.866901,0
"27319",116100,23637,1,50,3,5.667,30,"Car",757.866901,0
"27321",116101,3983,1,50,1,8.437,85,"Metro",674.992973,1
"27322",116101,3983,1,50,2,1.224,25,"Walk",757.866901,1
"27323",116101,3983,1,50,3,8.703,95,"Omnibus",757.866901,1
"27324",116101,3984,1,43,1,19.713,105,"Car",757.866901,1
"27325",116101,3984,1,43,2,19.713,120,"Car",757.866901,1
"27326",117436,21913,0,59,1,5.43,60,"Omnibus",757.866901,1
"27327",117436,21913,0,59,2,0.403,20,"Walk",757.866901,0
"27328",117436,21913,0,59,3,0.403,20,"Walk",757.866901,1
"27329",117436,21913,0,59,4,5.43,70,"Omnibus",757.866901,1
"27331",117436,21915,0,11,1,0.737,10,"Walk",757.866901,0
"27332",117436,21915,0,11,2,0.737,10,"Walk",757.866901,0
"27333",117440,26419,0,56,1,3.715,30,"Omnibus",757.866901,1
"27334",117440,26419,0,56,2,1.616,15,"Omnibus",757.866901,0
"27335",117440,26419,0,56,3,2.604,15,"Omnibus",757.866901,1
"27336",117440,26419,0,56,4,3.715,15,"Car",757.866901,1
"27338",117461,16634,0,46,1,0.688,5,"Car",757.866901,1
"27339",117461,16634,0,46,2,0.52,10,"Walk",757.866901,0
"27340",117461,16634,0,46,3,0.52,10,"Walk",757.866901,1
"27341",117461,16634,0,46,4,0.688,10,"Car",757.866901,1
"27342",117461,16635,1,45,1,0.688,15,"Walk",757.866901,1
"27343",117461,16635,1,45,2,0.52,10,"Walk",757.866901,0
"27344",117461,16635,1,45,3,0.52,10,"Walk",757.866901,1
"27345",117461,16635,1,45,4,0.688,45,"Car",757.866901,1
"27346",117517,21893,1,26,1,18.629,60,"Metro",674.992973,1
"27347",117517,21893,1,26,2,18.629,60,"Metro",674.992973,1
"27350",115894,906,0,80,1,3.002,50,"Omnibus",757.866901,0
"27351",115894,906,0,80,2,2.637,50,"Metro",674.992973,0
"27352",115894,906,0,80,3,0.481,15,"Walk",757.866901,0
"27353",115894,907,1,80,1,0.481,15,"Walk",757.866901,0
"27354",115894,907,1,80,2,0.481,15,"Walk",757.866901,0
"27355",116102,18589,0,56,1,25.677,90,"Metro",674.992973,1
"27356",116102,18589,0,56,2,25.677,90,"Metro",674.992973,1
"27357",116102,18590,1,58,1,7.618,60,"Metro",674.992973,1
"27358",116102,18590,1,58,2,7.618,60,"Metro",674.992973,1
"27359",116102,18591,1,50,1,9.084,50,"Metro",674.992973,1
"27360",116102,18591,1,50,2,6.085,30,"Walk",757.866901,0
"27361",116102,18591,1,50,3,3.643,50,"Metro",674.992973,0
"27362",116103,14168,1,43,1,0.81,20,"Walk",757.866901,0
"27363",116103,14168,1,43,2,0.81,20,"Walk",757.866901,0
"27364",116103,14168,1,43,3,6.222,55,"Metro",674.992973,1
"27365",116103,14168,1,43,4,6.222,65,"Metro",674.992973,1
"27366",116103,14169,0,20,1,8.383,60,"Metro",674.992973,0
"27367",116103,14169,0,20,2,8.383,65,"Metro",674.992973,0
"27368",116103,14170,1,13,1,0.81,20,"Walk",757.866901,0
"27369",116103,14170,1,13,2,0.81,20,"Walk",757.866901,0
"27370",116104,25652,1,80,1,0.646,20,"Omnibus",757.866901,0
"27371",116104,25652,1,80,2,0.646,20,"Omnibus",757.866901,0
"27372",116104,25653,0,50,1,1.612,10,"Walk",757.866901,1
"27373",116104,25653,0,50,2,1.612,10,"Walk",757.866901,1
"27374",117659,25949,0,35,1,2.871,10,"Car",757.866901,0
"27375",117659,25949,0,35,2,2.871,5,"Car",757.866901,0
"27376",117659,25949,0,35,3,0.205,1,"Walk",757.866901,1
"27377",117659,25949,0,35,4,0.205,1,"Walk",757.866901,1
"27378",117659,25949,0,35,5,0.205,1,"Walk",757.866901,1
"27379",117659,25949,0,35,6,2.667,10,"Car",757.866901,0
"27380",117659,25949,0,35,7,2.871,10,"Car",757.866901,0
"27381",117659,25950,1,32,1,5.281,40,"Omnibus",757.866901,1
"27382",117659,25950,1,32,2,2.871,70,"Metro",674.992973,1
"27383",117659,25951,0,2,1,2.871,10,"Car",757.866901,0
"27384",117659,25951,0,2,2,2.871,10,"Car",757.866901,0
"27385",115898,15124,0,77,1,0.592,10,"Car",757.866901,0
"27386",115898,15124,0,77,2,0.592,10,"Car",757.866901,0
"27387",115898,15125,0,39,1,6.74,30,"Car",757.866901,1
"27388",115898,15125,0,39,2,0.096,10,"Walk",757.866901,0
"27389",115898,15125,0,39,3,0.096,10,"Walk",757.866901,1
"27390",115898,15125,0,39,4,6.74,30,"Car",757.866901,1
"27391",115899,3443,0,38,1,9.402,30,"Metro",674.992973,1
"27392",115899,3443,0,38,2,6.981,30,"Metro",674.992973,0
"27393",115899,3443,0,38,3,13.321,30,"Metro",674.992973,1
"27394",115899,3443,0,38,4,9.402,50,"Metro",674.992973,1
"27396",115903,10358,0,35,1,6.846,30,"Car",757.866901,1
"27397",115903,10358,0,35,2,4.275,60,"Car",757.866901,1
"27398",115903,10358,0,35,3,5.115,45,"Car",757.866901,1
"27399",115903,10359,1,31,1,15.185,70,"Car",757.866901,0
"27400",115903,10359,1,31,2,15.185,90,"Car",757.866901,0
"27401",115906,933,1,63,1,3.645,45,"Omnibus",757.866901,0
"27402",115906,933,1,63,2,4.813,60,"Omnibus",757.866901,0
"27403",115906,933,1,63,3,7.554,105,"Omnibus",757.866901,0
"27404",115907,19773,0,38,1,0.766,25,"Walk",757.866901,1
"27405",115907,19773,0,38,2,0.766,25,"Walk",757.866901,1
"27407",115907,19775,1,17,1,4.437,40,"Omnibus",757.866901,1
"27408",115907,19775,1,17,2,4.437,45,"Omnibus",757.866901,1
"27409",115907,19775,1,17,3,6.447,45,"Metro",674.992973,0
"27410",115907,19775,1,17,4,6.447,45,"Metro",674.992973,0
"27411",115907,19776,1,16,1,1.747,20,"Walk",757.866901,0
"27412",115907,19776,1,16,2,1.747,20,"Walk",757.866901,0
"27414",116105,16068,1,50,1,1.63,45,"Omnibus",757.866901,0
"27415",116105,16068,1,50,2,1.668,45,"Omnibus",757.866901,0
"27416",116105,16068,1,50,3,0.527,10,"Walk",757.866901,0
"27417",116107,11928,0,45,1,10.065,60,"Metro",674.992973,1
"27418",116107,11928,0,45,2,10.065,60,"Metro",674.992973,1
"27419",116107,11928,0,45,3,0.525,10,"Walk",757.866901,0
"27420",116107,11928,0,45,4,0.525,10,"Walk",757.866901,0
"27421",116107,11929,1,49,1,6.947,60,"Metro",674.992973,1
"27422",116107,11929,1,49,2,6.947,70,"Metro",674.992973,1
"27423",116107,11929,1,49,3,0.525,10,"Walk",757.866901,0
"27424",116107,11929,1,49,4,0.525,10,"Walk",757.866901,0
"27429",117829,18904,0,41,1,3.556,15,"Car",757.866901,1
"27430",117829,18904,0,41,2,11.738,5,"Walk",757.866901,0
"27431",117829,18904,0,41,3,11.738,5,"Walk",757.866901,1
"27432",117829,18904,0,41,4,3.556,15,"Car",757.866901,1
"27434",115910,3503,1,59,1,4.017,50,"Omnibus",757.866901,1
"27435",115910,3503,1,59,2,4.017,60,"Omnibus",757.866901,1
"27437",115912,3512,0,64,1,5.189,30,"Car",757.866901,0
"27438",115912,3512,0,64,2,7.613,30,"Car",757.866901,1
"27439",115912,3512,0,64,3,4.863,30,"Car",757.866901,1
"27440",115912,3513,1,62,1,1.37,20,"Omnibus",757.866901,0
"27441",115912,3513,1,62,2,1.37,20,"Omnibus",757.866901,0
"27442",116110,10961,1,51,1,0.674,5,"Car",757.866901,0
"27443",116110,10961,1,51,2,1.472,12,"Car",757.866901,1
"27444",116110,10961,1,51,3,3.203,8,"Car",757.866901,1
"27445",116110,10961,1,51,4,1.441,15,"Car",757.866901,1
"27446",116110,10961,1,51,5,1.441,15,"Car",757.866901,1
"27447",116110,10961,1,51,6,1.441,20,"Car",757.866901,1
"27448",116110,10962,0,51,1,0.674,5,"Car",757.866901,0
"27449",116110,10962,0,51,2,1.472,12,"Car",757.866901,1
"27450",116110,10962,0,51,3,1.417,8,"Car",757.866901,1
"27451",116110,10962,0,51,4,0.141,5,"Walk",757.866901,0
"27452",116110,10962,0,51,5,0.141,5,"Walk",757.866901,1
"27453",116110,10962,0,51,6,3.545,20,"Car",757.866901,1
"27454",116110,10963,1,20,1,0.674,5,"Car",757.866901,0
"27455",116110,10963,1,20,2,9.249,42,"Metro",674.992973,1
"27456",116110,10963,1,20,3,0.184,10,"Walk",757.866901,0
"27457",116110,10963,1,20,4,0.184,10,"Walk",757.866901,1
"27458",116110,10963,1,20,5,9.473,60,"Metro",674.992973,0
"27459",116110,10963,1,20,6,1.079,5,"Car",757.866901,0
"27460",116110,10964,0,17,1,0.674,5,"Car",757.866901,0
"27461",116110,10964,0,17,2,0.674,10,"Walk",757.866901,0
"27462",116110,10964,0,17,3,0.764,25,"Walk",757.866901,1
"27463",116110,10964,0,17,4,0.409,10,"Walk",757.866901,0
"27464",116110,10964,0,17,5,0.53,10,"Walk",757.866901,0
"27465",117942,25649,0,35,1,13.205,45,"Car",757.866901,1
"27466",117942,25649,0,35,2,13.205,50,"Car",757.866901,1
"27467",117942,25650,1,24,1,3.132,45,"Omnibus",757.866901,0
"27468",117942,25650,1,24,2,3.132,60,"Omnibus",757.866901,0
"27470",117943,26402,1,26,1,0.249,5,"Walk",757.866901,1
"27471",117943,26402,1,26,2,0.249,5,"Walk",757.866901,1
"27472",117943,26403,1,20,1,4.199,60,"Omnibus",757.866901,1
"27473",117943,26403,1,20,2,4.199,70,"Omnibus",757.866901,1
"27474",117944,26191,0,21,1,20.094,35,"Omnibus",757.866901,1
"27475",117944,26191,0,21,2,20.094,45,"Omnibus",757.866901,1
"27476",117944,26192,1,26,1,19.585,20,"Walk",757.866901,1
"27477",117944,26192,1,26,2,19.585,15,"Walk",757.866901,1
"27478",117944,26193,1,10,1,0.866,15,"Walk",757.866901,0
"27479",117944,26193,1,10,2,0.866,15,"Walk",757.866901,0
"27480",117973,26490,1,63,1,11.842,135,"Metro",674.992973,0
"27481",117973,26490,1,63,2,11.842,110,"Omnibus",757.866901,0
"27482",117973,26491,0,39,1,4.996,90,"Omnibus",757.866901,1
"27483",117973,26491,0,39,2,0.237,10,"Walk",757.866901,0
"27484",117973,26491,0,39,3,4.996,10,"Walk",757.866901,1
"27485",117973,26491,0,39,4,4.996,90,"Omnibus",757.866901,1
"27487",118027,18169,1,65,1,3.451,15,"Car",757.866901,1
"27488",118027,18169,1,65,2,0.554,5,"Car",757.866901,0
"27489",118027,18169,1,65,3,3.889,75,"Car",757.866901,1
"27491",118083,26707,0,38,1,6.634,20,"Motorcycle",757.866901,1
"27492",118083,26707,0,38,2,0.813,10,"Motorcycle",757.866901,1
"27493",118083,26707,0,38,3,6.771,20,"Motorcycle",757.866901,1
"27494",118083,26708,1,31,1,0.499,10,"Walk",757.866901,1
"27495",118083,26708,1,31,2,0.499,15,"Walk",757.866901,0
"27496",118083,26708,1,31,3,0.499,15,"Walk",757.866901,1
"27497",118083,26708,1,31,4,0.499,10,"Walk",757.866901,1
"27498",118083,26709,1,14,1,1.918,30,"Omnibus",757.866901,0
"27499",118083,26709,1,14,2,1.918,40,"Omnibus",757.866901,0
"27500",118083,26710,0,12,1,0.468,10,"Walk",757.866901,0
"27501",118083,26710,0,12,2,0.468,10,"Walk",757.866901,0
"27502",118086,26658,0,37,1,2.939,20,"Car",757.866901,1
"27503",118086,26658,0,37,2,2.939,25,"Car",757.866901,1
"27504",118086,26659,1,43,1,0.341,15,"Walk",757.866901,1
"27505",118086,26659,1,43,2,0.341,10,"Walk",757.866901,1
"27506",118086,26660,0,18,1,0.341,10,"Walk",757.866901,1
"27507",118086,26660,0,18,2,0.341,10,"Walk",757.866901,1
"27508",118086,26660,0,18,3,1.311,30,"Walk",757.866901,0
"27509",118086,26660,0,18,4,1.311,45,"Walk",757.866901,0
"27510",118086,26661,0,16,1,0.562,20,"Walk",757.866901,0
"27511",118086,26661,0,16,2,0.562,20,"Walk",757.866901,0
"27512",118086,26662,0,14,1,0.562,20,"Walk",757.866901,0
"27513",118086,26662,0,14,2,0.562,20,"Walk",757.866901,0
"27514",118086,26663,0,12,1,0.562,20,"Walk",757.866901,0
"27515",118086,26663,0,12,2,0.562,20,"Walk",757.866901,0
"27516",115924,13870,0,59,1,2.674,30,"Car",757.866901,1
"27517",115924,13870,0,59,2,2.674,30,"Car",757.866901,1
"27520",115925,16937,1,32,1,7.149,75,"Omnibus",757.866901,1
"27521",115925,16937,1,32,2,7.149,120,"Omnibus",757.866901,1
"27522",115925,16938,1,22,1,12.638,80,"Omnibus",757.866901,1
"27523",115925,16938,1,22,2,12.638,90,"Omnibus",757.866901,1
"27524",115926,4056,1,76,1,6.883,30,"Taxi",757.866901,0
"27525",115926,4056,1,76,2,6.883,30,"Taxi",757.866901,0
"27528",115927,13971,0,33,1,0.836,5,"Walk",757.866901,0
"27529",115927,13971,0,33,2,4.68,54,"Taxi",757.866901,1
"27530",115927,13971,0,33,3,4.68,66,"Taxi",757.866901,0
"27531",115927,13971,0,33,4,0.836,5,"Walk",757.866901,0
"27532",115927,13972,1,31,1,4.682,30,"Car",757.866901,0
"27533",115927,13972,1,31,2,4.682,30,"Car",757.866901,0
"27534",115927,13973,0,1,1,0.836,5,"Walk",757.866901,0
"27535",115927,13973,0,1,2,0.836,5,"Walk",757.866901,0
"27538",118170,16755,0,34,1,5.639,75,"Metro",674.992973,1
"27539",118170,16755,0,34,2,5.639,90,"Metro",674.992973,1
"27540",118170,16756,1,38,1,6.488,90,"Metro",674.992973,1
"27541",118170,16756,1,38,2,6.488,90,"Metro",674.992973,1
"27542",118177,26703,1,58,1,4.349,20,"Car",757.866901,0
"27543",118177,26703,1,58,2,4.349,30,"Omnibus",757.866901,0
"27544",118177,26703,1,58,3,0.678,7,"Walk",757.866901,1
"27545",118177,26703,1,58,4,0.678,7,"Walk",757.866901,1
"27546",118177,26704,0,59,1,4.349,20,"Car",757.866901,0
"27547",118177,26704,0,59,2,4.349,35,"Car",757.866901,0
"27548",118177,26704,0,59,3,0.678,10,"Walk",757.866901,1
"27549",118177,26704,0,59,4,0.678,7,"Walk",757.866901,1
"27550",118177,26704,0,59,5,0.678,5,"Walk",757.866901,1
"27551",118177,26704,0,59,6,0.678,7,"Walk",757.866901,1
"27552",118202,26406,0,82,1,0.809,10,"Walk",757.866901,1
"27553",118202,26406,0,82,2,0.809,10,"Walk",757.866901,0
"27554",118202,26406,0,82,3,0.809,10,"Walk",757.866901,1
"27555",118202,26406,0,82,4,0.809,10,"Walk",757.866901,1
"27558",118225,16776,1,23,1,4.672,30,"Omnibus",757.866901,1
"27559",118225,16776,1,23,2,4.672,40,"Omnibus",757.866901,1
"27560",118226,16875,1,86,1,0.519,15,"Car",757.866901,0
"27561",118226,16875,1,86,2,0.519,15,"Car",757.866901,0
"27562",118255,16772,0,81,1,9.293,45,"Metro",674.992973,0
"27563",118255,16772,0,81,2,9.293,40,"Metro",674.992973,0
"27565",116119,24162,1,40,1,0.974,20,"Car",757.866901,1
"27566",116119,24162,1,40,2,0.974,10,"Car",757.866901,1
"27567",116119,24162,1,40,3,0.896,10,"Car",757.866901,0
"27568",116119,24162,1,40,4,0.896,10,"Car",757.866901,0
"27569",116119,24163,0,40,1,0.974,20,"Car",757.866901,1
"27570",116119,24163,0,40,2,0.93,10,"Car",757.866901,0
"27571",116119,24163,0,40,3,7.215,70,"Car",757.866901,1
"27572",116119,24163,0,40,4,7.215,30,"Car",757.866901,0
"27573",116119,24163,0,40,5,0.896,5,"Car",757.866901,0
"27574",116119,24163,0,40,6,0.974,10,"Car",757.866901,1
"27575",116119,24163,0,40,7,0.974,10,"Car",757.866901,1
"27576",116119,24163,0,40,8,7.525,35,"Car",757.866901,1
"27577",116119,24163,0,40,9,7.525,30,"Car",757.866901,1
"27578",116119,24163,0,40,10,0.896,10,"Car",757.866901,0
"27579",116119,24163,0,40,11,0.896,15,"Car",757.866901,0
"27580",116119,24164,1,13,1,0.974,20,"Car",757.866901,1
"27581",116119,24164,1,13,2,0.93,10,"Car",757.866901,0
"27582",116119,24164,1,13,3,0.896,15,"Car",757.866901,0
"27583",116119,24164,1,13,4,0.896,10,"Car",757.866901,0
"27584",116119,24164,1,13,5,0.896,15,"Car",757.866901,0
"27585",116119,24165,1,11,1,0.974,20,"Car",757.866901,1
"27586",116119,24165,1,11,2,0.93,10,"Car",757.866901,0
"27587",116119,24165,1,11,3,0.896,15,"Car",757.866901,0
"27588",116119,24166,0,7,1,0.974,20,"Car",757.866901,1
"27589",116119,24166,0,7,2,0.93,10,"Car",757.866901,0
"27590",116119,24166,0,7,3,0.896,15,"Car",757.866901,0
"27591",116119,24167,0,2,1,0.974,20,"Car",757.866901,1
"27592",116119,24167,0,2,2,0.93,10,"Car",757.866901,0
"27593",116119,24167,0,2,3,0.896,5,"Car",757.866901,0
"27594",118364,16556,0,69,1,1.268,15,"Car",757.866901,0
"27595",118364,16556,0,69,2,1.268,30,"Car",757.866901,0
"27596",118364,16557,1,70,1,1.268,15,"Car",757.866901,0
"27597",118364,16557,1,70,2,1.794,30,"Car",757.866901,0
"27598",118364,16558,1,42,1,1.268,15,"Car",757.866901,0
"27599",118364,16558,1,42,2,1.268,30,"Car",757.866901,0
"27600",118364,16559,1,35,1,17.623,60,"Car",757.866901,1
"27601",118364,16559,1,35,2,17.623,90,"Car",757.866901,1
"27602",118364,16559,1,35,3,1.689,30,"Car",757.866901,0
"27603",118364,16559,1,35,4,1.689,30,"Car",757.866901,0
"27604",118394,21071,1,59,1,2.452,30,"Car",757.866901,0
"27605",118394,21071,1,59,2,2.452,30,"Car",757.866901,0
"27606",118394,21071,1,59,3,2.452,30,"Car",757.866901,0
"27607",118394,21071,1,59,4,2.452,30,"Car",757.866901,0
"27608",118394,21072,0,19,1,2.452,30,"Car",757.866901,0
"27609",118394,21072,0,19,2,2.452,30,"Car",757.866901,0
"27610",118394,21073,1,72,1,0.547,20,"Walk",757.866901,0
"27611",118394,21073,1,72,2,0.567,20,"Walk",757.866901,0
"27612",115934,8663,0,27,1,0.412,10,"Walk",757.866901,1
"27613",115934,8663,0,27,2,0.412,10,"Walk",757.866901,1
"27614",115934,8664,1,26,1,2.326,15,"Car",757.866901,0
"27615",115934,8664,1,26,2,2.392,15,"Car",757.866901,1
"27616",115934,8664,1,26,3,2.392,20,"Car",757.866901,0
"27617",115934,8664,1,26,4,2.326,15,"Car",757.866901,0
"27618",115934,8665,0,7,1,2.326,15,"Car",757.866901,0
"27619",115934,8665,0,7,2,2.326,15,"Car",757.866901,0
"27620",115934,8666,1,1,1,2.326,15,"Car",757.866901,0
"27621",115934,8666,1,1,2,2.392,15,"Car",757.866901,1
"27622",115934,8666,1,1,3,2.392,20,"Car",757.866901,0
"27623",115934,8666,1,1,4,2.326,15,"Car",757.866901,0
"27624",115935,18468,1,67,1,0.537,30,"Walk",757.866901,0
"27625",115935,18468,1,67,2,0.537,30,"Walk",757.866901,0
"27626",115936,12734,0,32,1,0.924,30,"Walk",757.866901,1
"27627",115936,12734,0,32,2,0.924,40,"Walk",757.866901,1
"27628",115936,12735,1,30,1,1.182,30,"Walk",757.866901,1
"27629",115936,12735,1,30,2,1.182,30,"Walk",757.866901,1
"27630",115936,12736,1,12,1,0.422,15,"Walk",757.866901,0
"27631",115936,12736,1,12,2,0.422,15,"Walk",757.866901,0
"27632",115936,12737,0,7,1,1.312,30,"Walk",757.866901,0
"27633",115936,12737,0,7,2,0.166,10,"Walk",757.866901,0
"27634",115936,12737,0,7,3,1.182,30,"Walk",757.866901,0
"27635",115936,12738,0,3,1,1.182,30,"Walk",757.866901,0
"27636",115936,12738,0,3,2,1.182,30,"Walk",757.866901,0
"27637",115937,13927,0,37,1,2.299,10,"Motorcycle",757.866901,1
"27638",115937,13927,0,37,2,2.299,15,"Motorcycle",757.866901,1
"27639",115937,13927,0,37,3,2.299,15,"Motorcycle",757.866901,1
"27640",115937,13927,0,37,4,2.299,15,"Motorcycle",757.866901,1
"27641",115937,13928,1,38,1,3.051,50,"Omnibus",757.866901,1
